# pillbox-gtin version=2026-09-09 count=57672
#
# Штрихкоды упаковок. Собирается скриптом tools/extract_esklp.py —
# правьте исходники, а не этот файл.
#
# Два источника:
#   ЕСКЛП (Минздрав) — только ЖНВЛП: штрихкод там лежит в блоке
#     предельных цен, а он заполняется лишь для препаратов из перечня;
#   source/gtin_manual.tsv — коды с упаковок, внесённые вручную
#     (0 шт.): препараты вне перечня и БАДы.
#
# Код приведён к 14 знакам — так он приходит из кода маркировки.
#
# manual-gtins:
#
# Формат: код;название;действующее вещество;форма;дозировка;единица
gtin;name;inn;form;strength;unit
04660153652516;Циклосерин;Циклосерин;CAPSULE;250;MG
04660153652721;Бисопролол;Бисопролол;TABLET;5;MG
04660153652738;Бисопролол;Бисопролол;TABLET;10;MG
04660153652745;Аскорбиновая кислота;Аскорбиновая Кислота;POWDER;2.5;G
04660153652837;Циклосерин;Циклосерин;CAPSULE;250;MG
04660153652844;Клопидогрел;Клопидогрел;TABLET;75;MG
04660153652851;Клопидогрел;Клопидогрел;TABLET;75;MG
04660153652868;Линезолид;Линезолид;TABLET;300;MG
04660153652875;Омепразол;Омепразол;CAPSULE;20;MG
04660153652882;Омепразол;Омепразол;CAPSULE;20;MG
04660153652899;Омепразол;Омепразол;CAPSULE;20;MG
04660153652905;Циклосерин;Циклосерин;CAPSULE;250;MG
04660153652912;Циклосерин;Циклосерин;CAPSULE;250;MG
04660153652967;Ципрофлоксацин;Ципрофлоксацин;TABLET;250;MG
04660153652998;Ибупрофен;Ибупрофен;TABLET;400;MG
04660153653001;Винпоцетин форте;Винпоцетин;TABLET;10;MG
04660153653032;Эналаприл;Эналаприл;TABLET;5;MG
04660153653049;Эналаприл;Эналаприл;TABLET;10;MG
04660153653056;Эналаприл;Эналаприл;TABLET;20;MG
04660153653063;Кларитромицин СР;Кларитромицин;TABLET;500;MG
04660153653070;Кларитромицин СР;Кларитромицин;TABLET;500;MG
04660153653087;Бисакодил;Бисакодил;TABLET;5;MG
04660153653094;Левомицетин;Хлорамфеникол;TABLET;500;MG
04660153653100;Дазатиниб;Дазатиниб;TABLET;20;MG
04660153653117;Дазатиниб;Дазатиниб;TABLET;80;MG
04660153653124;Дазатиниб;Дазатиниб;TABLET;140;MG
04660153653148;Метостабил;Этилметилгидроксипиридина Сукцинат;TABLET;125;MG
04660153653155;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153653162;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153653179;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153653186;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153653216;Периндоприл;Периндоприл;TABLET;4;MG
04660153653261;Тилорон;Тилорон;TABLET;125;MG
04660153653285;Тромбостен;Ацетилсалициловая Кислота;TABLET;50;MG
04660153653292;Урсодезоксихолевая кислота;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153653308;Хлоропирамин;Хлоропирамин;TABLET;25;MG
04660153653322;Ибупрофен;Ибупрофен;SUSPENSION;100;MG
04660153653407;Дротаверин;Дротаверин;INJECTION;20;MG
04660153653414;Амброксол Альфактив;Амброксол;TABLET;30;MG
04660153653452;Бисопролол;Бисопролол;TABLET;2.5;MG
04660153653469;Бисопролол;Бисопролол;TABLET;5;MG
04660153653476;Бисопролол;Бисопролол;TABLET;10;MG
04660153653544;L-Тироксин;Левотироксин Натрия;TABLET;;
04660153653551;Дазатиниб;Дазатиниб;TABLET;20;MG
04660153653568;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153653612;Дротаверин;Дротаверин;TABLET;80;MG
04660153653636;Леветирацетам;Леветирацетам;TABLET;500;MG
04660153653674;Лозартан;Лозартан;TABLET;100;MG
04660153653728;Периндоприл;Периндоприл;TABLET;4;MG
04660153653759;Амброксол;Амброксол;TABLET;30;MG
04660153653766;Клопидогрел;Клопидогрел;TABLET;75;MG
04660153653773;Ибупрофен;Ибупрофен;TABLET;400;MG
04660153653797;Метронидазол;Метронидазол;TABLET;250;MG
04660153653803;Кларитромицин;Кларитромицин;TABLET;500;MG
04660153653810;Кларитромицин;Кларитромицин;TABLET;500;MG
04660153653827;Атазанавир;Атазанавир;CAPSULE;200;MG
04660153653834;Атазанавир;Атазанавир;CAPSULE;300;MG
04660153653940;Лозартан;Лозартан;TABLET;50;MG
04660153653964;Азитромицин;Азитромицин;CAPSULE;250;MG
04660153654015;Фуросемид;Фуросемид;TABLET;40;MG
04660153654022;Этамбутол;Этамбутол;TABLET;400;MG
04660153654060;Атазанавир;Атазанавир;CAPSULE;150;MG
04660153654091;Аллопуринол;Аллопуринол;TABLET;100;MG
04660153654107;Аллопуринол;Аллопуринол;TABLET;300;MG
04660153654121;Каптоприл;Каптоприл;TABLET;25;MG
04660153654138;Каптоприл;Каптоприл;TABLET;25;MG
04660153654145;Кларитромицин;Кларитромицин;TABLET;250;MG
04660153654152;Метопролол Альфактив;Метопролол;TABLET;25;MG
04660153654169;Метопролол;Метопролол;TABLET;25;MG
04660153654176;Метопролол Альфактив;Метопролол;TABLET;50;MG
04660153654183;Метопролол Альфактив;Метопролол;TABLET;50;MG
04660153654190;Метопролол Альфактив;Метопролол;TABLET;50;MG
04660153654206;Пирацетам;Пирацетам;TABLET;200;MG
04660153654213;Пирацетам;Пирацетам;TABLET;400;MG
04660153654220;Пирацетам;Пирацетам;TABLET;800;MG
04660153654237;Пирацетам;Пирацетам;TABLET;1200;MG
04660153654244;Пропафенон;Пропафенон;TABLET;150;MG
04660153654251;Ципрофлоксацин;Ципрофлоксацин;TABLET;500;MG
04660153654268;Амиодарон;Амиодарон;TABLET;200;MG
04660153654282;Атенолол;Атенолол;TABLET;25;MG
04660153654299;Атенолол;Атенолол;TABLET;50;MG
04660153654305;Атенолол;Атенолол;TABLET;100;MG
04660153654312;Ацетазоламид;Ацетазоламид;TABLET;250;MG
04660153654329;Бикалутамид;Бикалутамид;TABLET;50;MG
04660153654336;Бикалутамид;Бикалутамид;TABLET;150;MG
04660153654350;Бромокриптин;Бромокриптин;TABLET;2.5;MG
04660153654398;Варфарин;Варфарин;TABLET;2.5;MG
04660153654404;Галантамин;Галантамин;TABLET;4;MG
04660153654411;Галантамин;Галантамин;TABLET;8;MG
04660153654428;Галантамин;Галантамин;TABLET;12;MG
04660153654473;Доксициклин Солюшн Таблетс;Доксициклин;TABLET;100;MG
04660153654480;Изосорбида мононитрат;Изосорбида Мононитрат;TABLET;40;MG
04660153654497;Изосорбида мононитрат;Изосорбида Мононитрат;TABLET;60;MG
04660153654503;Кальция глюконат;Кальция Глюконат;TABLET;500;MG
04660153654510;Кальция глюконат;Кальция Глюконат;TABLET;500;MG
04660153654534;Мебеспалин;Мебеверин;TABLET;135;MG
04660153654572;Пирацетам;Пирацетам;CAPSULE;200;MG
04660153654589;Пирацетам;Пирацетам;CAPSULE;400;MG
04660153654596;Пирацетам;Пирацетам;CAPSULE;400;MG
04660153654626;Тамоксифен;Тамоксифен;TABLET;10;MG
04660153654633;Тамоксифен;Тамоксифен;TABLET;20;MG
04660153654640;Тамоксифен;Тамоксифен;TABLET;20;MG
04660153654671;Тиоридазин;Тиоридазин;TABLET;10;MG
04660153654688;Тиоридазин;Тиоридазин;TABLET;10;MG
04660153654695;Тиоридазин;Тиоридазин;TABLET;25;MG
04660153654701;Тиоридазин;Тиоридазин;TABLET;25;MG
04660153654718;Тораксол Солюшн Таблетс;Амброксол;TABLET;30;MG
04660153654725;Тораксол Солюшн Таблетс;Амброксол;TABLET;60;MG
04660153654770;Цетиризин;Цетиризин;TABLET;10;MG
04660153654787;Цетиризин;Цетиризин;TABLET;10;MG
04660153654794;Цетиризин;Цетиризин;TABLET;10;MG
04660153654800;Циклосерин;Циклосерин;CAPSULE;125;MG
04660153654817;Циклосерин;Циклосерин;CAPSULE;500;MG
04660153654909;Варфарин;Варфарин;TABLET;2.5;MG
04660153655029;Молнупиравир;Молнупиравир;CAPSULE;200;MG
04660153655067;Флуконазол;Флуконазол;CAPSULE;50;MG
04660153655074;Флуконазол;Флуконазол;CAPSULE;150;MG
04660153655081;Флуконазол;Флуконазол;CAPSULE;150;MG
04660153655098;Флуконазол;Флуконазол;CAPSULE;150;MG
04660153655159;Клопидогрел;Клопидогрел;TABLET;75;MG
04660153655180;Амброксол;Амброксол;INHALER;7.5;MG
04660153655203;Циклосерин;Циклосерин;CAPSULE;250;MG
04660153655210;Тиоктовая кислота;Тиоктовая Кислота;TABLET;600;MG
04660153655227;Урсодезоксихолевая кислота;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153655234;Урсодезоксихолевая кислота;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153655241;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153655258;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153655265;Армадин 50;Этилметилгидроксипиридина Сукцинат;INJECTION;50;MG
04660153655272;Армадин 50;Этилметилгидроксипиридина Сукцинат;INJECTION;50;MG
04660153655364;Амброксол;Амброксол;INHALER;7.5;MG
04660153655449;Гликлазид МВ;Гликлазид;TABLET;60;MG
04660153655456;Зидовудин;Зидовудин;TABLET;300;MG
04660153655463;Клотримазол;Клотримазол;TABLET;100;MG
04660153655494;Метопролол;Метопролол;INJECTION;1;MG
04660153655500;Гликлазид МВ;Гликлазид;TABLET;30;MG
04660153655555;Метостабил;Этилметилгидроксипиридина Сукцинат;TABLET;125;MG
04660153655562;Метостабил;Этилметилгидроксипиридина Сукцинат;TABLET;125;MG
04660153655579;Метостабил;Этилметилгидроксипиридина Сукцинат;TABLET;125;MG
04660153655692;Кальция глюконат;Кальция Глюконат;INJECTION;100;MG
04660153655715;Кальция глюконат;Кальция Глюконат;INJECTION;100;MG
04660153655746;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153655753;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153655760;Натрия пара-аминосалицилат;Аминосалициловая Кислота;TABLET;1000;MG
04660153655777;Натрия пара-аминосалицилат;Аминосалициловая Кислота;TABLET;1000;MG
04660153655784;Фамотидин;Фамотидин;TABLET;20;MG
04660153655791;Фамотидин;Фамотидин;TABLET;20;MG
04660153655807;Фамотидин;Фамотидин;TABLET;40;MG
04660153655838;Левофлоксацин;Левофлоксацин;TABLET;250;MG
04660153655845;Левофлоксацин;Левофлоксацин;TABLET;250;MG
04660153655852;Левофлоксацин;Левофлоксацин;TABLET;500;MG
04660153655869;Левофлоксацин;Левофлоксацин;TABLET;500;MG
04660153655906;Диклофенак ретард;Диклофенак;TABLET;100;MG
04660153655913;Индапамид ретард;Индапамид;TABLET;1.5;MG
04660153655920;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153655937;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153655944;Лоперамид;Лоперамид;TABLET;2;MG
04660153655951;Лоперамид;Лоперамид;TABLET;2;MG
04660153656101;Нитроглицерин;Нитроглицерин;INJECTION;1;MG
04660153656118;Нитроглицерин;Нитроглицерин;INJECTION;1;MG
04660153656125;Индапамид;Индапамид;TABLET;2.5;MG
04660153656132;Ацикловир;Ацикловир;TABLET;400;MG
04660153656149;Кларитромицин;Кларитромицин;TABLET;500;MG
04660153656187;Бетагистин;Бетагистин;TABLET;24;MG
04660153656194;Бетагистин;Бетагистин;TABLET;24;MG
04660153656200;Бетагистин;Бетагистин;TABLET;24;MG
04660153656224;Лоратадин;Лоратадин;TABLET;10;MG
04660153656231;Лоратадин;Лоратадин;TABLET;10;MG
04660153656248;Экурохол;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153656255;Экурохол;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153656262;Экурохол;Урсодезоксихолевая Кислота;CAPSULE;250;MG
04660153656286;Умифеновир;Умифеновир;CAPSULE;50;MG
04660153656293;Умифеновир;Умифеновир;CAPSULE;50;MG
04660153656309;Умифеновир;Умифеновир;CAPSULE;100;MG
04660153656316;Умифеновир;Умифеновир;CAPSULE;100;MG
04660153656323;Умифеновир;Умифеновир;CAPSULE;100;MG
04660153656330;Умифеновир;Умифеновир;CAPSULE;100;MG
04660153656347;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153656354;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153656361;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153656378;Моксонидин;Моксонидин;TABLET;0.2;MG
04660153656385;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153656392;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153656408;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153656415;Моксонидин;Моксонидин;TABLET;0.4;MG
04660153656453;Метотрексат;Метотрексат;TABLET;2.5;MG
04660153656484;Нитроглицерин;Нитроглицерин;TABLET;0.5;MG
04660153656491;Бетагистин;Бетагистин;TABLET;8;MG
04660153656507;Бетагистин;Бетагистин;TABLET;16;MG
04660153656514;Метформин;Метформин;TABLET;500;MG
04660153656521;Метформин;Метформин;TABLET;850;MG
04660153656538;Метформин;Метформин;TABLET;1000;MG
04660153656545;Месалазин;Месалазин;TABLET;500;MG
04660153656552;Месалазин;Месалазин;TABLET;500;MG
04660153656569;Бисопролол;Бисопролол;TABLET;2.5;MG
04660153656576;Бисопролол;Бисопролол;TABLET;2.5;MG
04660153656583;Бисопролол;Бисопролол;TABLET;5;MG
04660153656590;Бисопролол;Бисопролол;TABLET;5;MG
04660153656606;Бисопролол;Бисопролол;TABLET;5;MG
04660153656613;Бисопролол;Бисопролол;TABLET;5;MG
04660153656620;Бисопролол;Бисопролол;TABLET;10;MG
04660153656637;Бисопролол;Бисопролол;TABLET;10;MG
04660153656644;Бисопролол;Бисопролол;TABLET;10;MG
04660153656651;Бисопролол;Бисопролол;TABLET;10;MG
04660153656668;Осельтамивир;Осельтамивир;CAPSULE;75;MG
04660153656675;Хлоропирамин;Хлоропирамин;TABLET;25;MG
04660153656682;Хлоропирамин;Хлоропирамин;TABLET;25;MG
04660153656699;Хлоропирамин;Хлоропирамин;TABLET;25;MG
04660153656705;Гидрокортизон;Гидрокортизон;OINTMENT;;
04660153656712;Суматролид Солюшн Таблетс;Азитромицин;TABLET;250;MG
04660153656743;Галоперидол;Галоперидол;INJECTION;5;MG
04660153656750;Галоперидол;Галоперидол;INJECTION;5;MG
04660153656767;Азитромицин;Азитромицин;CAPSULE;500;MG
04660153656811;Галоперидол;Галоперидол;TABLET;1.5;MG
04660153656828;Галоперидол;Галоперидол;TABLET;5;MG
04660153656835;Иматиниб;Иматиниб;TABLET;100;MG
04660153656842;Иматиниб;Иматиниб;TABLET;400;MG
04660153656866;Бозентан;Бозентан;TABLET;125;MG
04660153656873;Бозентан;Бозентан;TABLET;62.5;MG
04660153656880;Азитромицин;Азитромицин;TABLET;500;MG
04660153656989;Лактулоза;Лактулоза;SYRUP;667;MG
04660153657009;Каптоприл;Каптоприл;TABLET;50;MG
04660153657016;Каптоприл;Каптоприл;TABLET;50;MG
04660153657047;Анастрозол;Анастрозол;TABLET;1;MG
04660153657078;Сунитиниб;Сунитиниб;CAPSULE;12.5;MG
04660153657085;Сунитиниб;Сунитиниб;CAPSULE;25;MG
04660153657092;Сунитиниб;Сунитиниб;CAPSULE;50;MG
04660153657108;Иматиниб;Иматиниб;CAPSULE;100;MG
04660153657177;Леветирацетам;Леветирацетам;TABLET;250;MG
04660153657184;Леветирацетам;Леветирацетам;TABLET;500;MG
04660153657191;Леветирацетам;Леветирацетам;TABLET;500;MG
04660153657207;Леветирацетам;Леветирацетам;TABLET;1000;MG
04660153657221;Рифабутин;Рифабутин;CAPSULE;150;MG
04660153657245;Месалазин;Месалазин;TABLET;250;MG
04660153657269;Метопролол;Метопролол;TABLET;100;MG
04660153657290;Тикагрелор;Тикагрелор;TABLET;90;MG
04660153657313;Ибупрофен;Ибупрофен;OINTMENT;;
04660153657344;Ибупрофен;Ибупрофен;TABLET;200;MG
04660153657351;Ибупрофен;Ибупрофен;TABLET;400;MG
04660153657368;Ибупрофен;Ибупрофен;TABLET;400;MG
04660153657375;Ибупрофен;Ибупрофен;TABLET;400;MG
04660153657382;Левофлоксацин;Левофлоксацин;TABLET;750;MG
04660153657399;Сорафениб;Сорафениб;TABLET;200;MG
04660153657405;Сорафениб;Сорафениб;TABLET;200;MG
04660153657412;Тикагрелор;Тикагрелор;TABLET;60;MG
04660153657429;Тикагрелор;Тикагрелор;TABLET;60;MG
04660153657436;Финастерид;Финастерид;TABLET;5;MG
04660153657443;Амитриптилин;Амитриптилин;TABLET;25;MG
04660153657450;Лозартан;Лозартан;TABLET;12.5;MG
04660153657467;Лозартан;Лозартан;TABLET;50;MG
04660153657474;Лозартан;Лозартан;TABLET;50;MG
04660153657481;Лозартан;Лозартан;TABLET;50;MG
04660153657498;Лозартан;Лозартан;TABLET;100;MG
04660153657504;Лозартан;Лозартан;TABLET;100;MG
04660153657511;Лозартан;Лозартан;TABLET;100;MG
04660153657559;Тикагрелор;Тикагрелор;TABLET;90;MG
04660153657573;Вилдаглиптин;Вилдаглиптин;TABLET;50;MG
04660153657580;Вилдаглиптин;Вилдаглиптин;TABLET;50;MG
04660153657597;Карведилол;Карведилол;TABLET;12.5;MG
04660153657603;Карведилол;Карведилол;TABLET;25;MG
04660153657658;Доксазозин;Доксазозин;TABLET;2;MG
04660153657665;Доксазозин;Доксазозин;TABLET;4;MG
04660153657689;Азатиоприн;Азатиоприн;CAPSULE;50;MG
04660153657696;Тилорон;Тилорон;TABLET;60;MG
04660153657702;Тилорон;Тилорон;TABLET;125;MG
04660153657719;Тилорон;Тилорон;TABLET;125;MG
04660153657733;Тромбостен;Ацетилсалициловая Кислота;TABLET;50;MG
04660153657740;Тромбостен;Ацетилсалициловая Кислота;TABLET;50;MG
04660153657757;Тромбостен;Ацетилсалициловая Кислота;TABLET;50;MG
04660153657764;Тромбостен;Ацетилсалициловая Кислота;TABLET;100;MG
04660153657771;Тромбостен;Ацетилсалициловая Кислота;TABLET;100;MG
04660153657788;Метформин Лонг;Метформин;TABLET;500;MG
04660153657795;Метформин Лонг;Метформин;TABLET;750;MG
04660153657801;Метформин Лонг;Метформин;TABLET;1000;MG
04660153657825;Лоперамид;Лоперамид;TABLET;2;MG
04660153657832;Лоперамид;Лоперамид;TABLET;2;MG
04660153657849;Кетопрофен;Кетопрофен;INJECTION;50;MG
04660153657856;Тилорам;Тилорон;TABLET;125;MG
04660153657863;Тилорам;Тилорон;TABLET;125;MG
04660153657870;Амлодипин;Амлодипин;TABLET;5;MG
04660153657887;Тикабрилин;Тикагрелор;TABLET;60;MG
04660153657894;Тикабрилин;Тикагрелор;TABLET;90;MG
04660153657900;Теризидон;Теризидон;CAPSULE;150;MG
04660153657917;Теризидон;Теризидон;CAPSULE;250;MG
04660153657924;Теризидон;Теризидон;CAPSULE;250;MG
04660153657931;Теризидон;Теризидон;CAPSULE;300;MG
04660153657948;Микофеноловая кислота;Микофеноловая Кислота;TABLET;180;MG
04660153657955;Амлодипин;Амлодипин;TABLET;5;MG
04660153657962;Амлодипин;Амлодипин;TABLET;5;MG
04660153657979;Амлодипин;Амлодипин;TABLET;10;MG
04660153657986;Амлодипин;Амлодипин;TABLET;10;MG
04660153657993;Амлодипин;Амлодипин;TABLET;10;MG
04660153658006;Круоксабан;Ривароксабан;TABLET;2.5;MG
04660153658013;Круоксабан;Ривароксабан;TABLET;10;MG
04660153658020;Круоксабан;Ривароксабан;TABLET;15;MG
04660153658037;Круоксабан;Ривароксабан;TABLET;20;MG
04660153658068;Микофеноловая кислота;Микофеноловая Кислота;TABLET;360;MG
04660153658082;Микофеноловая кислота;Микофеноловая Кислота;TABLET;360;MG
04660153658105;Диклофенак;Диклофенак;INJECTION;25;MG
04660153658136;Сульфасалазин;Сульфасалазин;TABLET;500;MG
04660153658143;Нилотиниб;Нилотиниб;CAPSULE;150;MG
04660153658150;Доксициклин Солюшн Таблетс;Доксициклин;TABLET;100;MG
04660153658167;Нилотиниб;Нилотиниб;CAPSULE;200;MG
04660153658198;Микофенолата мофетил;Микофенолата Мофетил;TABLET;250;MG
04660153658204;Микофенолата мофетил;Микофенолата Мофетил;TABLET;500;MG
04660153658211;Капецитабин;Капецитабин;TABLET;150;MG
04660153658297;Спиронолактон;Спиронолактон;TABLET;25;MG
04660153658303;Винпоцетин;Винпоцетин;INJECTION;5;MG
04660153658334;Лейковорин;Кальция Фолинат;INJECTION;5;MG
04660153658471;Умифеновир;Умифеновир;CAPSULE;200;MG
04660153658488;Осельтамивир;Осельтамивир;CAPSULE;45;MG
04660153658501;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153658518;Винпоцетин форте;Винпоцетин;TABLET;10;MG
04660153658525;Амброксол;Амброксол;TABLET;30;MG
04660153658532;Мегадексан;Дексаметазон;TABLET;10;MG
04660153658556;Преднизолон;Преднизолон;TABLET;5;MG
04660153658587;Аторвастатин;Аторвастатин;TABLET;10;MG
04660153658594;Аторвастатин;Аторвастатин;TABLET;10;MG
04660153658600;Аторвастатин;Аторвастатин;TABLET;20;MG
04660153658617;Аторвастатин;Аторвастатин;TABLET;20;MG
04660153658624;Аторвастатин;Аторвастатин;TABLET;40;MG
04660153658631;Аторвастатин;Аторвастатин;TABLET;80;MG
04660153658662;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153658679;Висмута трикалия дицитрат;Висмута Трикалия Дицитрат;TABLET;120;MG
04660153658785;Аскорбиновая кислота;Аскорбиновая Кислота;POWDER;2.5;G
04660153658792;Лефлуномид;Лефлуномид;TABLET;20;MG
04660153658822;Долутегравир;Долутегравир;TABLET;50;MG
04660153658839;Дапаглифлозин;Дапаглифлозин;TABLET;10;MG
04660153658846;Дапаглифлозин;Дапаглифлозин;TABLET;10;MG
04660153658853;Эмпаглифлозин;Эмпаглифлозин;TABLET;10;MG
04660153658860;Эмпаглифлозин;Эмпаглифлозин;TABLET;25;MG
04660153658877;Софосбувир;Софосбувир;TABLET;400;MG
04660153658884;Руксолитиниб;Руксолитиниб;TABLET;5;MG
04660153658891;Руксолитиниб;Руксолитиниб;TABLET;15;MG
04660153658907;Руксолитиниб;Руксолитиниб;TABLET;20;MG
04660153658914;Тиоктовая кислота;Тиоктовая Кислота;TABLET;600;MG
04660153658921;Лефлуномид;Лефлуномид;TABLET;10;MG
04660153658938;Тиоктовая кислота;Тиоктовая Кислота;TABLET;600;MG
04660153658945;Тиоктовая кислота;Тиоктовая Кислота;TABLET;300;MG
04660153658976;Тиоктовая кислота;Тиоктовая Кислота;INJECTION;30;MG
04660153659003;Оланзапин;Оланзапин;TABLET;5;MG
04660153659010;Оланзапин;Оланзапин;TABLET;10;MG
04660153659041;Некспра;Эзомепразол;CAPSULE;20;MG
04660153659058;Новостат;Аторвастатин;CAPSULE;10;MG
04660153659065;Некспра;Эзомепразол;CAPSULE;40;MG
04660153659089;Цинакальцет;Цинакальцет;TABLET;60;MG
04660153659096;Метопролол Альфактив;Метопролол;TABLET;25;MG
04660153659102;Цинакальцет;Цинакальцет;TABLET;90;MG
04660153659119;Дапаглифлозин;Дапаглифлозин;TABLET;5;MG
04660153659126;Метопролол Альфактив;Метопролол;TABLET;50;MG
04660153659133;Ропивакаин;Ропивакаин;INJECTION;10;MG
04660153659140;Ропивакаин;Ропивакаин;INJECTION;7.5;MG
04660153659157;Ропивакаин;Ропивакаин;INJECTION;5;MG
04660153659164;Ропивакаин;Ропивакаин;INJECTION;2;MG
04660153659171;Добутамин;Добутамин;INJECTION;12.5;MG
04660153659188;Пазопаниб;Пазопаниб;TABLET;400;MG
04660153659218;Дапаглютаб;Дапаглифлозин;TABLET;10;MG
04660153659225;Дапаглютаб;Дапаглифлозин;TABLET;10;MG
04660153659232;Палбоциклиб;Палбоциклиб;CAPSULE;75;MG
04660153659249;Экурохол;Урсодезоксихолевая Кислота;CAPSULE;500;MG
04660153659256;Экурохол;Урсодезоксихолевая Кислота;CAPSULE;500;MG
04660153659263;Эмпаджинс;Эмпаглифлозин;TABLET;10;MG
04660153659270;Эмпаджинс;Эмпаглифлозин;TABLET;25;MG
04660153659287;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153659300;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153659317;Лоперамид;Лоперамид;CAPSULE;2;MG
04660153659331;Палбоциклиб;Палбоциклиб;CAPSULE;100;MG
04660153659348;Палбоциклиб;Палбоциклиб;CAPSULE;125;MG
04660153659355;Суматролид Солюшн Таблетс;Азитромицин;TABLET;500;MG
04660153659362;Азатиоприн;Азатиоприн;CAPSULE;25;MG
04660153659379;Молнупиравир;Молнупиравир;CAPSULE;200;MG
04660153659409;Ивабрадин;Ивабрадин;TABLET;5;MG
04660153659416;Ивабрадин;Ивабрадин;TABLET;7.5;MG
04660153659423;Эрлотиниб;Эрлотиниб;TABLET;100;MG
04660153659430;Эрлотиниб;Эрлотиниб;TABLET;150;MG
04660153659447;Изакардин;Изосорбида Динитрат;INJECTION;1;MG
04660153659508;Натрия хлорид;Натрия Хлорид;INJECTION;;
04660153659515;Натрия хлорид;Натрия Хлорид;INJECTION;;
04660153659652;Кардибрилин;Тикагрелор;TABLET;60;MG
04660153659669;Кардибрилин;Тикагрелор;TABLET;60;MG
04660153659676;Кардибрилин;Тикагрелор;TABLET;90;MG
04660153659683;Кардибрилин;Тикагрелор;TABLET;90;MG
04660153659720;Вориконазол;Вориконазол;TABLET;200;MG
04660153659867;Новостат;Аторвастатин;CAPSULE;10;MG
04660153659874;Новостат;Аторвастатин;CAPSULE;10;MG
04660153659881;Новостат;Аторвастатин;CAPSULE;20;MG
04660153659973;Гидрохлоротиазид;Гидрохлоротиазид;TABLET;25;MG
04660185040015;Дарунавир;Дарунавир;TABLET;600;MG
04660185040022;Дарунавир;Дарунавир;TABLET;800;MG
04660185040046;Индапамид Фармасинтез;Индапамид;TABLET;1.5;MG
04660185040077;Регаст;Эфавиренз;TABLET;100;MG
04660185040084;Регаст;Эфавиренз;TABLET;300;MG
04660185040091;Регаст;Эфавиренз;TABLET;400;MG
04660185040107;Регаст;Эфавиренз;TABLET;600;MG
04660185040114;Регаст;Эфавиренз;TABLET;100;MG
04660185040121;Регаст;Эфавиренз;TABLET;300;MG
04660185040138;Регаст;Эфавиренз;TABLET;400;MG
04660185040145;Регаст;Эфавиренз;TABLET;600;MG
04660185040152;Метилпреднизолон-Фармасинтез;Метилпреднизолон;TABLET;4;MG
04660185040169;Метилпреднизолон-Фармасинтез;Метилпреднизолон;TABLET;16;MG
04660185040176;Метилпреднизолон-Фармасинтез;Метилпреднизолон;TABLET;16;MG
04660185040237;Голда;Гликлазид;TABLET;30;MG
04660185040244;Голда;Гликлазид;TABLET;60;MG
04660185040251;АМЛОДИПИН Фармасинтез;Амлодипин;TABLET;5;MG
04660185040268;АМЛОДИПИН Фармасинтез;Амлодипин;TABLET;10;MG
04660185040275;Периндоприл Фармасинтез;Периндоприл;TABLET;2;MG
04660185040282;Периндоприл Фармасинтез;Периндоприл;TABLET;4;MG
04660185040299;Индапамид Фармасинтез;Индапамид;TABLET;2.5;MG
04660185040305;Динадекс;Декстран;INJECTION;;
04660185040312;Динадекс;Декстран;INJECTION;;
04660185040329;Динадекс;Декстран;INJECTION;;
04660185040336;Динадекс;Декстран;INJECTION;;
04660185040343;Динадекс;Декстран;INJECTION;;
04660185040350;Октреокс;Октреотид;INJECTION;0.1;MG
04660185040367;Октреокс;Октреотид;INJECTION;0.3;MG
04660185040640;Изосорбида мононитрат Фармасинтез;Изосорбида Мононитрат;TABLET;20;MG
04660185040657;Изосорбида мононитрат Фармасинтез;Изосорбида Мононитрат;TABLET;50;MG
04660185041012;Изосорбида мононитрат Фармасинтез;Изосорбида Мононитрат;TABLET;20;MG
